refseqid	cds_len	transcript_len
NM_199173	303	743
NM_199177	606	3691
NM_203288	666	1120
NM_203287	642	1243
NM_183059	588	4266
NR_045385	0	2031
NM_181893	450	3631
NM_197955	252	839
NM_001265	942	3501
NM_001262	507	2087
NM_001261835	5547	7671
NM_001289	744	2694
NM_001206804	1239	1783
NM_001206952	1398	2016
NM_001206836	468	4834
NM_001261453	1068	2567
NM_001308347	900	2143
NM_001308358	801	2066
NM_001302960	852	1230
NR_136615	0	5734
NR_136616	0	5665
NM_001265578	2052	4988
NM_001270488	465	1465
NM_001261452	1068	2563
NM_001261446	1386	3837
NM_001265579	2010	4946
NM_001270497	2040	3970
NM_001270492	1524	6903
NM_001261445	1650	4282
NR_026684	0	982
NM_001271895	1911	2543
NM_001258438	2271	2965
NM_001271896	1767	2399
NR_135911	0	3692
NR_135912	0	4251
NR_135913	0	3938
NR_135910	0	3613
NM_001278209	4521	6030
NR_135909	0	3306
NM_001258437	2172	2692
NM_001345880	651	4704
NR_073525	0	3512
NR_135905	0	3501
NR_135906	0	2942
NR_135907	0	3188
NR_135908	0	2882
NM_016271	738	3570
NM_016267	777	1215
NM_130470	4767	6005
NM_078467	495	2106
NM_130445	4011	5427
NM_001323650	2721	6366
NM_001323652	2721	6183
NM_001323651	2721	6034
NR_107002	0	101
NM_004244	3471	4190
NM_182763	816	3837
NM_182758	3309	7309
NM_182756	942	1816
NM_001354082	765	2759
NM_001354079	765	3159
NM_001354080	765	3041
NM_001354532	546	2045
NM_001354531	546	2037
NM_001354529	546	1939
NR_134462	0	545
NR_134463	0	626
NR_125422	0	1041
NR_125424	0	582
NM_001130420	3459	4902
NM_001143820	1458	5143
NM_001143768	2487	3166
NM_001143767	2487	3108
NM_001177598	960	1902
NM_001258454	1911	2922
NM_001321370	507	1240
NR_110323	0	4778
NR_002438	0	939
NM_001359096	303	1029
NR_126028	0	519
NR_125427	0	2096
NR_037656	0	841
NR_037655	0	505
NR_120395	0	1204
NR_120396	0	1223
NM_001632	1608	2971
NR_147196	0	706
NR_125428	0	990
NM_001350909	1731	4440
NM_018834	2544	5165
NM_020811	2484	3942
NM_020810	1530	5296
NM_020809	3576	6196
NM_020808	5169	6599
NM_001354244	5646	8222
NM_001354231	5754	8616
NR_144431	0	5642
NM_001352240	1671	5022
NR_023360	0	2377
NR_040712	0	2199
NM_001139499	189	2426
NM_001142620	480	1940
NM_001139490	1878	3978
NM_001291484	2109	3504
NM_001291447	2721	3913
NM_001291446	2727	3933
NM_001291431	345	611
NM_001291430	423	692
NM_001291429	546	839
NM_001291428	666	859
NM_001291424	1122	4483
NM_001304566	711	882
NM_001300857	510	1447
NM_001300856	618	1555
NM_001300855	408	1748
NM_001300854	366	709
NM_001300852	3375	11099
NM_001330716	1683	3956
NM_001330714	1872	3311
NM_001330713	1770	3209
NM_001330712	1872	3186
NM_001330708	1872	3354
NM_001330707	1872	3359
NM_001330705	1035	3036
NM_001278316	1473	2716
NM_001278315	1563	2921
NM_001278314	1704	2947
NM_001278313	1599	2842
NM_001326313	1587	3570
NM_001326312	2121	4104
NM_001272096	888	1502
NM_001324010	1272	2475
NM_001329451	2556	5191
NM_001329431	663	3998
NM_001329430	663	4049
NM_001329429	663	4148
NM_001329241	915	4051
NM_001329240	915	3960
NM_001329239	915	4082
NM_001330678	612	2180
NM_001272044	1419	5483
NM_001278298	7845	9125
NM_001330784	2943	6012
NM_001330674	2751	5976
NM_001330672	4404	7697
NM_001330671	993	4331
NM_001330670	993	4066
NM_001272043	1356	4318
NM_001322365	2859	3999
NM_001329212	2262	5897
NM_001278292	1233	2709
NM_001352207	801	2938
NM_001352206	1350	3422
NM_001318043	642	2451
NM_001330640	5877	8333
NM_001330639	543	1725
NM_001326303	1638	3904
NM_001326302	1743	4076
NM_001326301	2034	4300
NM_001326300	1746	4079
NM_001326299	2118	4101
NM_001326298	1743	3726
NM_001326297	2109	4375
NM_001326296	2133	4116
NM_001278267	14892	17619
NM_001330623	480	1905
NM_001330617	1995	2733
NM_001330616	516	6633
NM_001278266	444	2818
NM_001278265	444	2842
NM_001278264	444	2850
NM_001278263	444	2708
NM_001278262	444	2932
NM_001278261	444	2973
NM_001278260	444	2834
NM_001330585	2559	5342
NM_001330580	1716	3634
NM_001306130	6804	8187
NM_001271162	1020	10957
NM_001272002	1899	2678
NM_001272001	6297	7089
NM_001330570	1032	5907
NM_001323356	2157	5302
NM_001330557	2757	4404
NM_001278216	846	2921
NM_001278215	246	2492
NM_001278214	348	2959
NM_001278213	405	2903
NM_001278212	555	3104
NM_001278211	555	3159
NM_001323317	1821	4884
NM_001324008	1272	2860
NM_001329788	1248	3733
NM_001330529	423	2946
NM_001330523	654	1738
NM_001278203	1101	4151
NM_001278202	1293	4343
NM_001278201	1476	2679
NM_001330513	1542	3385
NM_001330513	1542	3385
NM_001278197	1596	1995
NM_001278196	1569	3746
NM_001278195	942	1489
NM_001330502	1425	2770
NM_001323292	1593	7215
NM_001324292	3177	3926
NM_001324291	186	1293
NM_001324281	3465	4492
NM_001330484	1038	2098
NM_001324218	1020	3527
NM_001324198	2589	6802
NM_001328100	933	5420
NM_001328	1323	2288
NM_001327	543	748
NM_001278179	2100	6241
NM_001278178	2100	6126
NM_001278177	2499	6117
NM_001278176	2307	6201
NM_001278175	2202	6185
NM_001324193	405	7661
NM_001324192	996	1493
NM_001324191	840	8636
NM_001324157	2232	4673
NM_001324156	2238	4688
NM_001324155	2466	4907
NM_001324154	2442	4883
NM_001278160	771	1849
NM_001278159	771	2038
NM_001278158	1665	2311
NM_001270991	312	2542
NM_001270990	339	2569
NM_001270989	465	2695
NM_001330447	5832	13834
NM_001278119	1737	7498
NM_001270960	906	1248
NM_001330436	2157	4350
NM_001330435	2124	3003
NM_001330433	2124	3043
NM_001282697	396	3264
NM_001282695	396	3854
NM_001330426	882	1425
NM_001330425	882	1716
NM_001330420	819	2591
NM_001330414	2808	3666
NM_001330501	1974	4827
NM_001330412	570	3984
NM_001330411	570	4125
NM_001330410	711	4007
NM_001351934	1815	2363
NM_001351862	2631	3727
NM_005915	2466	3787
NR_146809	0	1891
NR_146808	0	2013
NR_146807	0	3078
NR_146787	0	4404
NR_138466	0	5099
NR_146788	0	4574
NR_146870	0	2033
NR_146867	0	2527
NR_146792	0	4657
NR_147026	0	2762
NR_138536	0	3865
NR_138535	0	3923
NR_138534	0	2903
NR_138533	0	3761
NR_138532	0	2699
NR_148197	0	5919
NM_001128210	1248	4089
NM_001128206	2616	5554
NM_001199237	1071	2793
NM_001199238	1071	2667
NM_001199237	1071	2793
NM_001317971	420	582
NR_024441	0	796
NM_001317856	2742	3136
NM_001319138	1506	2572
NM_001350880	585	2442
NM_201539	1116	2032
NM_201538	1074	1990
NR_102363	0	3827
NR_102364	0	3818
NR_031636	0	72
NR_130468	0	21
NR_039682	0	80
NR_024378	0	1046
NM_015553	1314	6815
NM_015547	1824	2015
NM_015543	390	2415
NM_015537	1587	3642
NM_015216	3669	7471
NM_016657	663	944
NR_134305	0	502
NM_001127715	3456	9352
NM_001287483	228	710
NM_201623	699	1456
NM_201589	1062	2373
NR_038925	0	5684
NM_001352721	3144	4449
NM_153332	1050	4615
NM_153330	699	2475
NM_033490	1698	2897
NM_024503	7221	12402
NM_031938	1740	2909
NM_001085481	378	805
NM_001130845	2121	3659
NR_026913	0	702
NR_102426	0	1836
NM_001282213	1074	2237
NR_109861	0	791
NM_001304833	1053	1797
NM_001304829	1473	3958
NM_031944	699	2006
NM_025047	579	1288
NM_206945	4671	5929
NM_206944	4635	5893
NR_026785	0	2013
NM_013293	849	1843
NM_013291	4332	4494
NR_126358	0	417
NM_152569	888	2786
NM_152565	1053	2370
NR_145785	0	64
NM_001142765	5661	6814
NR_147504	0	1453
NM_001329922	450	2215
NM_001329921	342	2179
NM_001329911	1650	4174
NM_015436	786	4431
NM_014737	981	5426
NM_001278287	1341	2874
NM_001278286	483	3182
NM_001278285	600	3166
NM_001278284	1341	2958
NM_001278283	537	3338
NM_001278282	537	3258
NM_001272042	1509	5285
NM_001297599	1653	5207
NM_005264	1398	9594
NM_006803	1257	3611
NM_006802	1506	2857
NR_138144	0	3480
NM_001243475	444	3120
NM_001317741	294	1048
NM_001317740	627	1158
NM_001317739	252	1070
NM_001346324	1554	5984
NM_001109938	948	1436
NM_001201338	2754	3112
NM_001201339	2751	3109
NR_110190	0	2147
NR_110191	0	2245
NR_110192	0	2150
NR_110193	0	2245
NR_015445	0	1002
NR_134306	0	1288
NM_014448	2130	2904
NM_015656	5649	6757
NM_170685	342	675
NR_039810	0	71
NR_029516	0	75
NR_029514	0	81
NR_136279	0	1453
NM_001319070	387	1772
NM_001319074	693	2412
NM_001303462	432	1100
NM_001303461	432	1511
NM_001319083	1572	1904
NM_001319075	1194	2615
NM_006928	1986	2181
NM_006925	819	1547
NR_030633	0	86
NM_001134396	585	1264
NM_001243249	1634	2965
NM_001166688	2343	3167
NM_001166687	2343	3078
NM_001166038	1239	5341
NM_001166037	1239	5360
NM_001166036	1239	5468
NM_001166035	510	723
NM_002265	2631	4272
NM_015986	1329	2941
NM_022876	789	1532
NR_106904	0	61
NM_144660	981	7009
NM_144658	6222	6638
NM_152381	10650	12673
NM_138812	534	764
NM_152379	882	1444
NM_152376	843	5578
NM_152374	690	2934
NM_152373	1137	2097
NM_144646	480	1409
NM_001195736	651	2829
NM_152369	1818	2332
NM_152367	1089	3229
NM_152366	1050	1319
NM_152365	1197	1803
NM_144642	798	2607
NM_152362	561	3817
NM_152361	486	1335
NM_152360	1824	2516
NM_144633	3324	5063
NM_144631	1626	2158
NM_152358	666	814
NM_152357	1788	4181
NM_152356	1314	2823
NM_152355	2082	4448
NM_152354	1773	2686
NM_152353	504	974
NM_152352	819	4244
NR_126094	0	1073
NR_126093	0	3487
NM_001077263	1704	3448
NM_001039500	3648	4475
NM_001082968	1524	5808
NM_001134870	1842	2953
NM_080657	1086	3512
NM_080650	804	2047
NM_080649	957	1497
NM_080648	957	1487
NR_106905	0	60
NM_001322856	1221	5663
NR_106906	0	69
NM_001350953	1596	5013
NM_001297438	351	1440
NM_001354051	2118	5303
NM_001244585	1170	2471
NM_001244583	843	6309
NM_001350466	2730	5499
NM_005393	5730	6211
NM_005391	1221	1803
NM_006310	2760	4339
NM_006309	2166	3513
NR_107057	0	65
NM_001350468	2571	5340
NR_107057	0	65
NM_001304510	756	1469
NM_001304509	756	1510
NM_001304508	261	1440
NR_106907	0	70
NM_004625	1050	1714
NM_004624	1374	2790
NR_047684	0	996
NM_001191003	642	1057
NM_031952	765	1228
NM_031945	1068	1637
NM_031941	2112	2410
NM_003418	534	3378
NM_198493	801	2671
NR_134307	0	1291
NM_025189	1713	3919
NM_023019	3435	4163
NM_025187	1269	2866
NM_025185	5973	11747
NR_106908	0	69
NM_001321511	783	4411
NM_014478	447	2801
NM_001490	1287	5596
NM_001489	1428	7049
NM_015299	2037	6295
NM_015297	1203	5847
NR_109770	0	1196
NR_106953	0	69
NM_017924	423	2945
NM_017922	2010	2868
NM_017921	1827	4424
NM_015197	2670	6649
NM_001350327	696	4123
NM_001350326	891	4242
NM_001350325	948	4177
NR_130120	0	1453
NM_001350706	2415	7018
NM_001178140	1257	9376
NM_001348498	3975	6903
NM_004367	1125	3216
NM_004366	2697	3290
NM_001199340	555	812
NM_004382	1248	2578
NM_007320	1500	3196
NR_106909	0	61
NR_134284	0	2744
NR_134285	0	903
NR_147501	0	4389
NM_001285402	1038	2964
NM_001285403	789	1418
NM_001282358	2928	3668
NM_001285404	459	1141
NM_001317931	1083	1487
NM_001308049	1014	4672
NM_001305564	216	1179
NM_001305563	216	1236
NR_023392	0	5430
NR_002807	0	4033
NR_026974	0	3236
NR_051986	0	1655
NM_015155	2217	8546
NR_036051	0	138
NR_036266	0	138
NR_036267	0	138
NR_036268	0	138
NR_026822	0	1130
NR_121188	0	597
NR_121189	0	540
NR_121190	0	405
NM_173468	651	6965
NM_173467	1173	2059
NM_173465	1623	3063
NM_023924	1794	2694
NM_023923	2139	6194
NM_023922	954	954
NM_023920	912	1637
NM_023919	957	1096
NM_023112	705	3873
NM_021005	1245	5110
NM_019121	2076	2952
NM_020995	1047	1242
NM_020994	633	993
NM_020993	696	3783
NM_201525	2064	4133
NM_201524	2064	4255
NM_201515	1125	1706
NR_110643	0	498
NM_001323044	2163	3710
NM_052853	1881	2364
NM_052852	1392	3897
NM_032383	3015	4129
NM_052850	669	763
NM_052848	1032	3348
NM_052846	2301	3827
NM_032901	174	743
NM_032898	504	2202
NM_025225	1446	2805
NM_032326	1515	1859
NR_015375	0	884
NM_001080138	867	1293
NM_001080138	867	1293
NM_001080138	867	1293
NM_001286635	1044	6851
NM_001286627	774	1911
NM_001349241	2217	8190
NM_001353205	2448	4127
NR_121585	0	1494
NM_001353576	2289	3200
NM_001353577	2289	3191
NR_121586	0	1109
NM_020211	1353	3227
NM_020210	2514	3814
NM_020209	1023	2576
NM_182520	447	864
NR_148444	0	1864
NR_148445	0	1773
NM_001291418	3969	5547
NM_001290768	2166	5401
NM_001297716	2031	3010
NR_148447	0	3435
NR_148448	0	3140
NM_001297717	459	1791
NR_148443	0	3476
NR_148446	0	3613
NM_001290746	849	2041
NM_001290357	390	3801
NR_121597	0	321
NR_121598	0	243
NM_001350941	993	2092
NM_001351328	732	1783
NM_001351327	765	2539
NM_001351326	765	1877
NM_001351325	780	1831
NM_001351324	801	2693
NM_183415	3207	5399
NM_183413	675	2823
NM_183412	675	2934
NM_183401	1425	4194
NM_183400	1425	4214
NM_183399	1425	4000
NM_183398	1047	4236
NM_183397	216	5525
NM_183394	3945	5365
NM_001354598	1344	2094
NM_001354600	1431	2181
NM_001304386	441	887
NM_001352640	5913	8621
NM_001354352	1023	2791
NM_001354351	990	3209
NM_001162895	300	4510
NM_001162894	300	4644
NM_001162893	300	4721
NM_001920	1080	4364
NM_001919	909	1051
NM_004564	1674	2232
NM_001017969	6312	7204
NR_039811	0	79
NM_001331228	543	3118
NM_001310156	1380	2155
NM_001195798	2577	5277
NM_001197216	759	1386
NM_001243731	1002	2492
NM_001351300	1467	2605
NM_030883	951	3048
NM_030883	951	3048
NM_030883	951	3048
NM_001353974	870	6888
NM_001142356	858	1275
NM_001143998	2148	5544
NM_152450	1107	3468
NM_175624	1188	9412
NM_175623	1431	9646
NR_148685	0	2521
NR_148872	0	2538
NR_148668	0	2401
NR_148676	0	2968
NR_148563	0	3815
NR_148528	0	4136
NR_148527	0	4139
NM_016292	2115	2296
NM_016290	2160	2604
NM_001373	13548	13788
NR_121599	0	1334
NR_121600	0	1252
NR_135135	0	417
NR_110696	0	2834
NM_001126103	1899	3359
NR_125775	0	944
NM_133504	753	3628
NR_132976	0	77
NM_001164391	1476	4048
NM_001242418	1746	2468
NM_001242417	1803	2525
NM_001242416	1563	2425
NM_001242415	588	3082
NM_001164392	1611	3957
NM_001350009	720	2491
NM_001350989	969	2684
NM_001350986	729	4225
NM_001350984	861	4549
NM_001350982	1143	4401
NM_001350981	1143	4326
NM_001286271	864	1604
NM_001350979	1635	4137
NM_001350970	183	1448
NR_033863	0	2328
NR_038194	0	384
NM_001171137	1977	6400
NM_001286836	342	640
NM_001291821	1128	1663
NM_001291815	13567	13997
NM_013358	1992	3847
NM_031272	4356	4808
NM_002876	408	666
NR_003920	0	923
NM_001143	579	802
NM_001142465	654	1056
NM_001142464	891	1549
NM_001142935	582	2662
NM_001142934	1893	2528
NM_001142462	939	1877
NM_001142933	2001	2528
NM_001142451	1431	2057
NM_003271	717	1412
NM_003270	738	3819
NM_003266	2400	5781
NM_004934	2373	4837
NM_014412	687	3060
NM_001351943	633	4478
NM_001351941	633	4232
NM_001351940	669	4226
NM_001351938	1020	1851
NM_001348002	3726	6777
NM_173178	474	1052
NM_016287	1662	3921
NM_018046	2145	4508
NR_045205	0	3692
NM_001199456	2265	3210
NM_001199456	2265	3210
NM_001350662	969	6009
NM_001350661	1020	6384
NM_001350660	1020	6639
NM_005923	4125	5195
NM_005925	2106	2311
NR_036107	0	74
NM_001258263	3873	6355
NM_005808	798	4422
NM_004881	999	2034
NM_005805	933	1717
NM_005804	1284	1540
NM_005803	1284	2030
NR_003009	0	131
NM_001130001	402	1447
NM_001354615	1548	2565
NM_001354611	1671	3640
NM_001354505	2619	4863
NM_001354506	2559	5390
NR_073201	0	7777
NM_001128128	3327	6268
NM_001128127	1662	4559
NM_002038	393	836
NM_001353508	2208	2875
NM_001351684	2316	3557
NR_039684	0	91
NR_039685	0	78
NM_001321618	1593	9237
NM_001321617	408	1156
NM_005286	1002	1002
NM_001321548	654	2566
NR_121601	0	423
NR_145762	0	129
NM_001256513	447	807
NM_001256877	4059	5828
NM_001258419	1923	2793
NR_036676	0	876
NM_001352782	2334	7433
NM_001297417	732	1070
NM_182915	1497	4284
NR_024274	0	616
NM_001352099	1938	4398
NM_001352098	2067	4289
NM_001354605	1578	4830
NM_001354590	375	3055
NM_001354708	1386	7379
NM_001354715	1293	7302
NM_001354608	1407	4854
NM_001354607	1512	4944
NM_001354596	1164	6980
NM_001354606	1560	4812
NM_001354263	3876	5086
NM_206940	588	2825
NR_038977	0	2347
NR_121602	0	4817
NM_001144936	2037	5582
NM_001282974	2193	4967
NM_001288971	1368	1920
NM_001286473	480	1041
NM_001286472	1746	2832
NM_001286471	1851	3017
NM_001286470	1866	3476
NM_001288972	1368	2162
NM_001282973	1116	3672
NM_001258370	2076	2280
NM_001324289	1239	3938
NM_001288969	1809	2206
NM_001288970	1719	2116
NM_001351557	1638	2088
NM_001288968	1923	2320
NR_121604	0	1237
NM_001143982	1374	4098
NM_003655	1683	2649
NM_003651	1119	1974
NM_002894	2694	3271
NM_002893	1278	2019
NR_121605	0	417
NM_001130966	1605	2369
NM_001258024	2607	2607
NM_001330190	273	1993
NM_001330185	726	5225
NM_001178000	1647	2328
NM_001282011	702	982
NM_001267569	264	1720
NM_001267568	228	1684
NR_026679	0	2913
NM_003720	867	1140
NM_001322131	2457	4443
NM_003801	1866	2067
NM_002987	285	615
NM_138378	1875	3066
NR_030597	0	81
NR_046204	0	1255
NR_135134	0	721
NM_001349191	1806	3665
NM_001297715	849	1570
NM_001315506	1509	2491
NM_001315505	1197	2027
NM_001349118	168	1013
NM_001349119	168	554
NR_146061	0	948
NR_146063	0	716
NM_176791	447	842
NM_181762	369	1788
NM_181755	879	1440
NR_015395	0	3887
NR_037914	0	4455
NR_029512	0	77
NR_029510	0	80
NR_029508	0	78
NR_033396	0	2377
NM_198212	339	2902
NM_001353746	1608	4130
NR_024040	0	3962
NM_199181	3051	3710
NM_198187	1209	1810
NM_199179	1752	2432
NR_108109	0	932
NR_108110	0	808
NR_108108	0	1185
NM_001317004	552	1302
NM_001317003	552	1501
NM_001317002	624	1391
NM_001350443	2940	5681
NM_016404	378	1305
NM_018138	1674	2715
NM_015985	1512	4693
NM_015984	990	5221
NM_016377	1047	2934
NM_018134	1401	2053
NM_015065	5970	10187
NM_016374	3939	6067
NR_134893	0	767
NR_134896	0	749
NR_134894	0	915
NM_003015	954	1883
NM_003837	1020	1350
NM_003836	1152	4684
NM_014603	1398	3533
NM_014659	4227	5561
NM_015914	2877	3140
NR_106910	0	67
NR_003667	0	769
NM_001297696	1047	3464
NR_003573	0	1310
NR_103745	0	872
NR_109755	0	486
NM_001145513	1245	5276
NM_001304417	1161	1513
NM_001350047	2019	2485
NM_001351523	288	840
NM_001351522	435	1036
NM_001351521	483	937
NM_001351520	492	1095
NM_001352636	6030	8738
NR_102370	0	79
NR_003685	0	91
NM_001346546	1884	2948
NM_001142936	1632	2523
NM_001350507	1212	2634
NR_048535	0	2042
NM_130474	4440	5640
NM_020480	330	3095
NM_020478	468	3296
NM_020477	5160	7746
NM_020525	540	1147
NM_020485	1254	1660
NM_001145030	5079	5334
NM_001145036	2214	2957
NM_001145045	1569	5328
NM_016512	312	794
NM_016510	1362	2527
NM_018195	882	3741
NM_016497	387	677
NM_016492	561	854
NM_139243	1731	2016
NM_139242	1170	2746
NR_024369	0	884
NM_001167871	693	1645
NM_001256385	1020	1946
NM_001256386	1008	1876
NM_001346478	1083	1451
NM_001346477	1083	1457
NM_001346476	1083	1411
NM_001253771	1233	6707
NM_004344	519	1080
NR_027121	0	6007
NR_026709	0	2207
NR_026708	0	2270
NM_001130997	685	1228
NM_001320037	264	1235
NM_001320038	264	1532
NR_135148	0	1358
NM_001289001	2409	3125
NR_024481	0	6130
NM_001242881	1044	2602
NM_001278054	801	2588
NR_136307	0	3723
NM_001350194	546	3761
NR_136308	0	3719
NR_109756	0	747
NM_001130964	2334	2965
NM_001323657	2721	5965
NM_001326611	729	1018
NM_001326610	729	1250
NM_001326609	729	1305
NM_001350549	1686	3490
NM_001163151	1260	6233
NM_018665	1947	2696
NM_018664	384	981
NM_018661	204	512
NM_018661	204	512
NM_018660	1542	4802
NM_018659	411	1000
NM_001308207	3252	5050
NM_206814	396	1812
NR_037659	0	3087
NM_001353919	1410	4779
NR_003491	0	10182
NR_003367	0	1940
NR_029664	0	97
NR_030376	0	94
NR_030368	0	100
NR_027140	0	3959
NR_037512	0	77
NR_037470	0	126
NR_037427	0	56
NR_003582	0	2515
NR_110320	0	2511
NR_003581	0	2863
NM_001318059	390	2407
NM_001318058	351	2505
NM_198849	810	3994
NM_198847	1836	3555
NM_001354342	3345	5224
NM_001136205	774	2167
NM_001199629	627	1064
NM_001252657	1893	2130
NR_039813	0	66
NM_001348249	756	1659
NR_135130	0	950
NM_001354383	4290	5795
NM_001145522	2856	4899
NM_001164618	1695	2268
NM_001191055	1608	2482
NM_001191054	1140	1765
NM_032808	1863	3095
NM_031229	1533	3948
NM_178821	1248	1937
NM_032664	1440	3547
NR_106911	0	66
NM_001323679	483	2327
NR_106912	0	74
NM_001322823	1599	3931
NM_001044264	420	677
NM_001318849	6137	7453
NM_006529	1395	3674
NM_006527	813	2232
NR_052026	0	3137
NM_001351565	1050	2298
NM_001351561	1290	1864
NM_001351559	1305	1922
NR_024006	0	5245
NM_001321890	1767	4438
NM_001321889	1551	4374
NM_001243962	786	1638
NM_001243962	786	1638
NM_001244713	1167	3847
NM_002081	1677	3686
NM_002121	777	4055
NM_001423	474	2804
NM_001419	981	6058
NM_002853	849	4682
NM_001354479	3405	8776
NR_027647	0	2891
NM_001354567	1116	2244
NM_001199464	567	1151
NM_001321290	681	2622
NM_001143964	882	1307
NM_001143968	540	941
NM_001195296	1329	6273
NR_028468	0	6670
NR_028467	0	6838
NR_028466	0	6472
NR_028465	0	6846
NR_028464	0	6824
NR_028463	0	6526
NR_028462	0	6814
NR_028461	0	6835
NR_028460	0	6352
NR_028459	0	6977
NR_028458	0	6826
NR_028457	0	6982
NM_001204415	1089	1845
NM_001204414	1311	2144
NM_001204410	2148	5582
NM_001204404	5607	9584
NM_001204344	579	6396
NM_001204261	2043	6784
NM_001161662	3357	6736
NM_002667	159	3021
NM_198719	1173	2353
NR_039686	0	61
NM_001167816	1413	1946
NM_001167830	582	6114
NM_001170580	1482	3630
NM_001170564	1071	3164
NR_001542	0	1628
NR_039766	0	55
NR_039687	0	70
NR_036592	0	4375
NM_005048	1653	2714
NR_104462	0	3543
NR_104454	0	796
NR_104444	0	2844
NR_104425	0	1983
NR_104422	0	1154
NR_104401	0	3943
NM_002749	2451	2939
NM_002748	2166	4225
NM_002746	1140	1876
NM_001330252	498	3834
NM_001330239	5307	8010
NM_001199455	2511	4602
NM_001199455	1090	1878
NM_001199455	2511	4602
NM_015154	705	4266
NR_104636	0	1909
NR_104635	0	2007
NM_001112726	4665	6705
NM_001320557	588	1394
NM_001320556	960	1249
NR_024872	0	3723
NR_024873	0	3696
NM_006438	834	3195
NM_012119	978	2330
NR_047651	0	2667
NR_027294	0	1727
NM_006559	1332	2891
NM_001085452	4086	4259
NR_026803	0	623
NR_003528	0	4028
NM_001085452	4086	4259
NR_026803	0	623
NR_135122	0	365
NR_026801	0	1883
NR_134255	0	2226
NM_001244973	2751	5859
NM_007146	1566	4633
NR_026803	0	623
NM_001349407	1605	2868
NR_026803	0	623
NR_110999	0	775
NR_003528	0	4028
NR_126046	0	1038
NR_015363	0	2682
NR_126044	0	2357
NR_126045	0	1633
NR_003670	0	4707
NR_126049	0	1424
NM_001077365	2178	3080
NR_026759	0	1543
NR_136310	0	1543
NR_121572	0	2292
NR_121570	0	1263
NR_135597	0	770
NR_135597	0	770
NR_135597	0	770
NR_026558	0	529
NR_121572	0	2291
NR_026759	0	1543
NR_136310	0	1543
NM_001105522	1359	1649
NM_001077366	2016	2928
NR_027472	0	985
NR_126166	0	1893
NM_001142324	1482	2861
NM_001162953	2808	4125
NR_111893	0	7653
NR_131213	0	250
NR_121564	0	3223
NR_126050	0	522
NR_027421	0	703
NR_144466	0	537
NR_121606	0	440
NR_148348	0	2624
NR_103714	0	1767
NR_135136	0	341
NR_103714	0	1770
NR_126049	0	1424
NM_001130100	2481	3395
NR_003674	0	2115
NR_047527	0	2225
NR_046203	0	1169
NR_126050	0	522
NR_147619	0	559
NR_026802	0	1860
NR_110998	0	1944
NR_026803	0	623
NR_110999	0	775
NM_001129838	6441	13504
NM_001349436	1122	1624
NR_121647	0	2877
NR_135128	0	4099
NR_024496	0	3705
NR_135010	0	3124
NR_122076	0	1448
NR_122077	0	1028
NR_126047	0	2259
NR_121570	0	1263
NR_136299	0	562
NR_136299	0	562
NR_002817	0	3180
NR_136300	0	2506
NR_146105	0	4822
NR_146106	0	4805
NR_146107	0	4750
NR_146108	0	4598
NR_146109	0	4539
NR_146110	0	4526
NR_121606	0	440
NR_103833	0	1507
NR_144466	0	537
NR_027422	0	703
NM_006041	1173	5400
NM_005063	1080	5468
NM_005060	1557	3066
NM_005059	354	922
NR_146625	0	4275
NR_146626	0	1628
NR_039688	0	81
NR_039689	0	81
NR_033907	0	1470
NR_136306	0	1003
NR_034006	0	1290
NR_031629	0	83
NR_034006	0	1287
NR_002836	0	1972
NR_015361	0	3200
NR_147037	0	4387
NR_147036	0	2233
NM_001103147	3963	7949
NR_146419	0	4387
NM_001105551	1551	2852
NM_001105550	1551	2826
NR_136310	0	1543
NR_046175	0	2593
NR_130935	0	2431
NR_136299	0	562
NR_121570	0	1263
NR_121570	0	1263
NM_145792	468	902
NM_145791	468	980
NM_145764	468	910
NM_080871	1359	1738
NM_145759	1674	3976
NM_080870	4182	5285
NM_145755	3963	4255
NR_104600	0	738
NM_001199455	2511	4602
NM_001204466	2562	3171
NM_152434	2685	3279
NM_206946	4740	5998
NR_109769	0	351
NM_001185098	333	644
NM_001185097	333	491
NM_001185082	1761	4273
NM_001301088	2589	3631
NM_001318094	474	1497
NR_110647	0	2222
NM_001301240	708	1504
NM_001308188	675	1881
NM_023929	2544	9879
NM_024010	2178	3272
NM_024006	492	1054
NM_024003	3762	5019
NM_148919	831	1116
NM_148919	831	1116
NM_001142733	1764	3175
NM_001142730	2598	3431
NM_001142726	144	1185
NM_213648	810	3111
NM_213647	2409	3134
NM_213646	1293	2712
NM_213645	1293	2488
NM_001105574	1074	1074
NM_001105573	861	5733
NR_038833	0	953
NM_198686	627	3391
NM_198679	3288	6174
NM_198596	2604	4229
NM_198586	1188	2134
NR_125850	0	3614
NR_040076	0	1560
NR_039990	0	1039
NM_001318812	516	951
NM_001318809	882	2351
NM_001318808	447	2053
NM_002039	2085	7820
NM_004640	1287	2160
NM_172165	2184	2312
NM_172165	813	941
NM_172165	2508	2783
NM_172165	2508	2783
NM_172165	2508	2783
NM_172165	1505	1652
NM_172165	2508	2783
NM_207511	573	3815
NM_207491	2034	3926
NM_001354076	1338	2980
NM_001354075	1338	2423
NM_001354074	1338	2423
NM_001354073	1338	3080
NM_182948	1197	4504
NM_178191	183	1925
NM_178190	216	617
NM_178174	936	1340
