contig	strand	refseqid	row	Gblock_id	transc_start	transc_end	exon_starts	exon_ends
chr2	-	NM_015425	11813	NM_015425:11813:42	86272400	86272483	86272400	86272483
chr2	-	NM_015425	11813	NM_015425:11813:43	86271427	86272400	86271427	86272400
chr2	-	NM_015425	11813	NM_015425:11813:44	86271261	86271427	86271261	86271427
chr2	-	NM_015425	11813	NM_015425:11813:45	86270318	86271261	86270318	86271261
chr2	-	NM_015425	11813	NM_015425:11813:46	86270096	86270318	86270096	86270318
chr2	-	NM_015425	11813	NM_015425:11813:47	86269226	86270096	86269226	86270096
chr2	-	NM_015425	11813	NM_015425:11813:48	86269011	86269226	86269011	86269226
chr2	-	NM_015425	11813	NM_015425:11813:49	86267682	86269011	86267682	86269011
chr2	-	NM_015425	11813	NM_015425:11813:50	86267514	86267682	86267514	86267682
chr2	-	NM_015425	11813	NM_015425:11813:51	86266585	86267514	86266585	86267514
chr2	-	NM_015425	11813	NM_015425:11813:52	86266449	86266585	86266449	86266585
chr2	-	NM_015425	11813	NM_015425:11813:53	86265980	86266449	86265980	86266449
chr2	-	NM_015425	11813	NM_015425:11813:54	86265822	86265980	86265822	86265980
chr2	-	NM_015425	11813	NM_015425:11813:55	86260910	86265822	86260910	86265822
chr2	-	NM_015425	11813	NM_015425:11813:56	86260783	86260910	86260783	86260910
chr2	-	NM_015425	11813	NM_015425:11813:57	86259505	86260783	86259505	86260783
chr2	-	NM_015425	11813	NM_015425:11813:58	86259394	86259505	86259394	86259505
chr2	-	NM_015425	11813	NM_015425:11813:59	86258758	86259394	86258758	86259394
chr2	-	NM_015425	11813	NM_015425:11813:60	86258452	86258758	86258452	86258758
chr2	-	NM_015425	11813	NM_015425:11813:61	86257519	86258452	86257519	86258452
chr2	-	NM_015425	11813	NM_015425:11813:62	86257318	86257519	86257318	86257519
chr2	-	NM_015425	11813	NM_015425:11813:63	86255834	86257318	86255834	86257318
chr2	-	NM_015425	11813	NM_015425:11813:64	86255716	86255834	86255716	86255834
chr2	-	NM_015425	11813	NM_015425:11813:65	86255172	86255716	86255172	86255716
chr2	-	NM_015425	11813	NM_015425:11813:66	86255007	86255172	86255007	86255172
chr2	-	NM_015425	11813	NM_015425:11813:67	86254646	86255007	86254646	86255007
chr2	-	NM_015425	11813	NM_015425:11813:68	86254545	86254646	86254545	86254646
chr2	-	NM_015425	11813	NM_015425:11813:69	86247338	86254545	86247338	86254545
chr2	-	NM_015470	60997	NM_015470:60997:1	73339905	73340146	73339905	73340146
chr2	-	NM_015470	60997	NM_015470:60997:2	73339474	73339905	73339474	73339905
chr2	-	NM_015470	60997	NM_015470:60997:3	73316443	73339474	73316443	73339474
chr2	-	NM_015470	60997	NM_015470:60997:4	73316006	73316443	73316006	73316443
chr2	-	NM_015470	60997	NM_015470:60997:5	73315877	73316006	73315877	73316006
chr2	-	NM_015470	60997	NM_015470:60997:6	73315177	73315877	73315177	73315877
chr2	-	NM_015470	60997	NM_015470:60997:7	73308473	73315177	73308473	73315177
chr2	-	NM_015470	60997	NM_015470:60997:8	73303310	73308473	73303310	73308473
chr2	-	NM_015470	60997	NM_015470:60997:9	73303120	73303310	73303120	73303310
chr2	-	NM_015470	60997	NM_015470:60997:10	73302852	73303120	73302852	73303120
chr2	-	NM_015470	60997	NM_015470:60997:11	73302648	73302852	73302648	73302852
chr2	-	NM_015470	60997	NM_015470:60997:12	73300509	73302648	73300509	73302648
chr2	-	NM_015475	1213	NM_015475:1213:1	33824288	33824429	33824288	33824429
chr2	-	NM_015475	1213	NM_015475:1213:2	33824235	33824288	33824235	33824288
chr2	-	NM_015475	1213	NM_015475:1213:3	33820704	33824235	33820704	33824235
chr2	-	NM_015475	1213	NM_015475:1213:4	33820555	33820704	33820555	33820704
chr2	-	NM_015475	1213	NM_015475:1213:5	33817281	33820555	33817281	33820555
chr2	-	NM_015475	1213	NM_015475:1213:6	33817146	33817281	33817146	33817281
chr2	-	NM_015475	1213	NM_015475:1213:7	33813586	33817146	33813586	33817146
chr2	-	NM_015475	1213	NM_015475:1213:8	33813401	33813586	33813401	33813586
chr2	-	NM_015475	1213	NM_015475:1213:9	33812387	33813401	33812387	33813401
chr2	-	NM_015475	1213	NM_015475:1213:10	33812306	33812387	33812306	33812387
chr2	-	NM_015475	1213	NM_015475:1213:11	33811745	33812306	33811745	33812306
chr2	-	NM_015475	1213	NM_015475:1213:12	33811628	33811745	33811628	33811745
chr2	-	NM_015475	1213	NM_015475:1213:13	33810764	33811628	33810764	33811628
chr2	-	NM_015475	1213	NM_015475:1213:14	33810596	33810764	33810596	33810764
chr2	-	NM_015475	1213	NM_015475:1213:15	33810511	33810596	33810511	33810596
chr2	-	NM_015475	1213	NM_015475:1213:16	33809842	33810511	33809842	33810511
chr2	-	NM_015475	1213	NM_015475:1213:17	33808727	33809842	33808727	33809842
chr2	-	NM_015662	50024	NM_015662:50024:1	27716345	27716796	27716345	27716796
chr2	-	NM_015662	50024	NM_015662:50024:2	27716255	27716345	27716255	27716345
chr2	-	NM_015662	50024	NM_015662:50024:3	27715657	27716255	27715657	27716255
chr2	-	NM_015662	50024	NM_015662:50024:4	27715532	27715657	27715532	27715657
chr2	-	NM_015662	50024	NM_015662:50024:5	27715345	27715532	27715345	27715532
chr2	-	NM_015662	50024	NM_015662:50024:6	27712678	27715345	27712678	27715345
chr2	-	NM_015662	50024	NM_015662:50024:7	27712520	27712678	27712520	27712678
chr2	-	NM_015662	50024	NM_015662:50024:8	27712481	27712520	27712481	27712520
chr2	-	NM_015662	50024	NM_015662:50024:9	27708370	27712481	27708370	27712481
chr2	-	NM_015662	50024	NM_015662:50024:10	27708226	27708370	27708226	27708370
chr2	-	NM_015662	50024	NM_015662:50024:11	27707997	27708226	27707997	27708226
chr2	-	NM_015662	50024	NM_015662:50024:12	27707884	27707997	27707884	27707997
chr2	-	NM_015662	50024	NM_015662:50024:13	27707133	27707884	27707133	27707884
chr2	-	NM_015662	50024	NM_015662:50024:14	27707093	27707133	27707093	27707133
chr2	-	NM_015662	50024	NM_015662:50024:15	27706804	27707093	27706804	27707093
chr2	-	NM_015662	50024	NM_015662:50024:16	27706738	27706804	27706738	27706804
chr2	-	NM_015662	50024	NM_015662:50024:17	27706526	27706738	27706526	27706738
chr2	-	NM_015662	50024	NM_015662:50024:18	27706446	27706526	27706446	27706526
chr2	-	NM_015662	50024	NM_015662:50024:19	27706243	27706446	27706243	27706446
chr2	-	NM_015662	50024	NM_015662:50024:20	27706155	27706243	27706155	27706243
chr2	-	NM_015662	50024	NM_015662:50024:21	27704127	27706155	27704127	27706155
chr2	-	NM_015662	50024	NM_015662:50024:22	27703912	27704127	27703912	27704127
chr2	-	NM_015662	50024	NM_015662:50024:23	27703016	27703912	27703016	27703912
chr2	-	NM_015662	50024	NM_015662:50024:24	27702892	27703016	27702892	27703016
chr2	-	NM_015662	50024	NM_015662:50024:25	27702471	27702892	27702471	27702892
chr2	-	NM_015662	50024	NM_015662:50024:26	27702375	27702471	27702375	27702471
chr2	-	NM_015662	50024	NM_015662:50024:27	27701023	27702375	27701023	27702375
chr2	-	NM_015662	50024	NM_015662:50024:28	27700861	27701023	27700861	27701023
chr2	-	NM_015662	50024	NM_015662:50024:29	27700479	27700861	27700479	27700861
chr2	-	NM_015662	50024	NM_015662:50024:30	27700425	27700479	27700425	27700479
chr2	-	NM_015662	50024	NM_015662:50024:31	27700187	27700425	27700187	27700425
chr2	-	NM_015662	50024	NM_015662:50024:32	27700083	27700187	27700083	27700187
chr2	-	NM_015662	50024	NM_015662:50024:33	27699593	27700083	27699593	27700083
chr2	-	NM_015662	50024	NM_015662:50024:34	27699507	27699593	27699507	27699593
chr2	-	NM_015662	50024	NM_015662:50024:35	27695229	27699507	27695229	27699507
chr2	-	NM_015662	50024	NM_015662:50024:36	27695116	27695229	27695116	27695229
chr2	-	NM_015662	50024	NM_015662:50024:37	27693962	27695116	27693962	27695116
chr2	-	NM_015662	50024	NM_015662:50024:38	27693794	27693962	27693794	27693962
chr2	-	NM_015662	50024	NM_015662:50024:39	27688749	27693794	27688749	27693794
chr2	-	NM_015662	50024	NM_015662:50024:40	27688612	27688749	27688612	27688749
chr2	-	NM_015662	50024	NM_015662:50024:41	27688385	27688612	27688385	27688612
chr2	-	NM_015662	50024	NM_015662:50024:42	27688277	27688385	27688277	27688385
chr2	-	NM_015662	50024	NM_015662:50024:43	27686048	27688277	27686048	27688277
chr2	-	NM_015662	50024	NM_015662:50024:44	27685963	27686048	27685963	27686048
chr2	-	NM_015662	50024	NM_015662:50024:45	27685660	27685963	27685660	27685963
chr2	-	NM_015662	50024	NM_015662:50024:46	27685567	27685660	27685567	27685660
chr2	-	NM_015662	50024	NM_015662:50024:47	27684703	27685567	27684703	27685567
chr2	-	NM_015662	50024	NM_015662:50024:48	27684625	27684703	27684625	27684703
chr2	-	NM_015662	50024	NM_015662:50024:49	27684384	27684625	27684384	27684625
chr2	-	NM_015662	50024	NM_015662:50024:50	27684135	27684384	27684135	27684384
chr2	-	NM_015662	50024	NM_015662:50024:51	27683960	27684135	27683960	27684135
chr2	-	NM_015662	50024	NM_015662:50024:52	27683881	27683960	27683881	27683960
chr2	-	NM_015662	50024	NM_015662:50024:53	27682696	27683881	27682696	27683881
chr2	-	NM_015662	50024	NM_015662:50024:54	27682575	27682696	27682575	27682696
chr2	-	NM_015662	50024	NM_015662:50024:55	27682389	27682575	27682389	27682575
chr2	-	NM_015662	50024	NM_015662:50024:56	27682244	27682389	27682244	27682389
chr2	-	NM_015662	50024	NM_015662:50024:57	27681735	27682244	27681735	27682244
chr2	-	NM_015662	50024	NM_015662:50024:58	27681645	27681735	27681645	27681735
chr2	-	NM_015662	50024	NM_015662:50024:59	27681090	27681645	27681090	27681645
chr2	-	NM_015662	50024	NM_015662:50024:60	27680992	27681090	27680992	27681090
chr2	-	NM_015662	50024	NM_015662:50024:61	27680843	27680992	27680843	27680992
chr2	-	NM_015662	50024	NM_015662:50024:62	27680707	27680843	27680707	27680843
chr2	-	NM_015662	50024	NM_015662:50024:63	27680622	27680707	27680622	27680707
chr2	-	NM_015662	50024	NM_015662:50024:64	27680505	27680622	27680505	27680622
chr2	-	NM_015662	50024	NM_015662:50024:65	27679520	27680505	27679520	27680505
chr2	-	NM_015662	50024	NM_015662:50024:66	27679377	27679520	27679377	27679520
chr2	-	NM_015662	50024	NM_015662:50024:67	27677527	27679377	27677527	27679377
chr2	-	NM_015662	50024	NM_015662:50024:68	27677433	27677527	27677433	27677527
chr2	-	NM_015662	50024	NM_015662:50024:69	27677285	27677433	27677285	27677433
chr2	-	NM_015662	50024	NM_015662:50024:70	27677220	27677285	27677220	27677285
chr2	-	NM_015662	50024	NM_015662:50024:71	27677029	27677220	27677029	27677220
chr2	-	NM_015662	50024	NM_015662:50024:72	27676848	27677029	27676848	27677029
chr2	-	NM_015662	50024	NM_015662:50024:73	27676606	27676848	27676606	27676848
chr2	-	NM_015662	50024	NM_015662:50024:74	27676496	27676606	27676496	27676606
chr2	-	NM_015662	50024	NM_015662:50024:75	27676380	27676496	27676380	27676496
chr2	-	NM_015662	50024	NM_015662:50024:76	27676250	27676380	27676250	27676380
chr2	-	NM_015662	50024	NM_015662:50024:77	27672963	27676250	27672963	27676250
chr2	-	NM_015662	50024	NM_015662:50024:78	27672864	27672963	27672864	27672963
chr2	-	NM_015662	50024	NM_015662:50024:79	27672667	27672864	27672667	27672864
chr2	-	NM_015662	50024	NM_015662:50024:80	27672557	27672667	27672557	27672667
chr2	-	NM_015662	50024	NM_015662:50024:81	27672429	27672557	27672429	27672557
chr2	-	NM_015662	50024	NM_015662:50024:82	27672365	27672429	27672365	27672429
chr2	-	NM_015662	50024	NM_015662:50024:83	27672247	27672365	27672247	27672365
chr2	-	NM_015662	50024	NM_015662:50024:84	27672160	27672247	27672160	27672247
chr2	-	NM_015662	50024	NM_015662:50024:85	27671898	27672160	27671898	27672160
chr2	-	NM_015662	50024	NM_015662:50024:86	27671781	27671898	27671781	27671898
chr2	-	NM_015662	50024	NM_015662:50024:87	27670789	27671781	27670789	27671781
chr2	-	NM_015662	50024	NM_015662:50024:88	27670678	27670789	27670678	27670789
chr2	-	NM_015662	50024	NM_015662:50024:89	27670501	27670678	27670501	27670678
chr2	-	NM_015662	50024	NM_015662:50024:90	27670381	27670501	27670381	27670501
chr2	-	NM_015662	50024	NM_015662:50024:91	27669222	27670381	27669222	27670381
chr2	-	NM_015662	50024	NM_015662:50024:92	27669126	27669222	27669126	27669222
chr2	-	NM_015662	50024	NM_015662:50024:93	27668855	27669126	27668855	27669126
chr2	-	NM_015662	50024	NM_015662:50024:94	27668795	27668855	27668795	27668855
chr2	-	NM_015662	50024	NM_015662:50024:95	27668710	27668795	27668710	27668795
chr2	-	NM_015662	50024	NM_015662:50024:96	27668611	27668710	27668611	27668710
chr2	-	NM_015662	50024	NM_015662:50024:97	27668316	27668611	27668316	27668611
chr2	-	NM_015662	50024	NM_015662:50024:98	27668162	27668316	27668162	27668316
chr2	-	NM_015662	50024	NM_015662:50024:99	27667972	27668162	27667972	27668162
chr2	-	NM_015662	50024	NM_015662:50024:100	27667880	27667972	27667880	27667972
chr2	-	NM_015662	50024	NM_015662:50024:101	27667388	27667880	27667388	27667880
chr2	-	NM_015662	50024	NM_015662:50024:102	27667298	27667388	27667298	27667388
chr2	-	NM_015662	50024	NM_015662:50024:103	27667239	27667298	27667239	27667298
chr2	-	NM_015700	20574	NM_015700:20574:1	69664492	69664760	69664492	69664760
chr2	-	NM_015700	20574	NM_015700:20574:2	69664402	69664492	69664402	69664492
chr2	-	NM_015700	20574	NM_015700:20574:3	69659137	69664402	69659137	69664402
chr2	-	NM_015700	20574	NM_015700:20574:4	69659127	69659137	69659127	69659137
chr2	-	NM_015700	20574	NM_015700:20574:5	69659033	69659127	69659033	69659127
chr2	-	NM_015700	20574	NM_015700:20574:6	69650849	69659033	69650849	69659033
chr2	-	NM_015700	20574	NM_015700:20574:7	69650713	69650849	69650713	69650849
chr2	-	NM_015700	20574	NM_015700:20574:8	69646736	69650713	69646736	69650713
chr2	-	NM_015700	20574	NM_015700:20574:9	69646669	69646736	69646669	69646736
chr2	-	NM_015700	20574	NM_015700:20574:10	69642431	69646669	69642431	69646669
chr2	-	NM_015700	20574	NM_015700:20574:11	69642316	69642431	69642316	69642431
chr2	-	NM_015700	20574	NM_015700:20574:12	69633214	69642316	69633214	69642316
chr2	-	NM_015700	20574	NM_015700:20574:13	69633153	69633214	69633153	69633214
chr2	-	NM_015700	20574	NM_015700:20574:14	69627670	69633153	69627670	69633153
chr2	-	NM_015700	20574	NM_015700:20574:15	69627495	69627670	69627495	69627670
chr2	-	NM_015700	20574	NM_015700:20574:16	69623422	69627495	69623422	69627495
chr2	-	NM_015700	20574	NM_015700:20574:17	69623377	69623422	69623377	69623422
chr2	-	NM_015700	20574	NM_015700:20574:18	69623244	69623377	69623244	69623377
chr2	-	NM_015702	34397	NM_015702:34397:1	150444177	150444330	150444177	150444330
chr2	-	NM_015702	34397	NM_015702:34397:2	150443663	150444177	150443663	150444177
chr2	-	NM_015702	34397	NM_015702:34397:3	150443611	150443663	150443611	150443663
chr2	-	NM_015702	34397	NM_015702:34397:4	150443602	150443611	150443602	150443611
chr2	-	NM_015702	34397	NM_015702:34397:5	150438785	150443602	150438785	150443602
chr2	-	NM_015702	34397	NM_015702:34397:6	150438640	150438785	150438640	150438785
chr2	-	NM_015702	34397	NM_015702:34397:7	150436162	150438640	150436162	150438640
chr2	-	NM_015702	34397	NM_015702:34397:8	150435944	150436162	150435944	150436162
chr2	-	NM_015702	34397	NM_015702:34397:9	150433056	150435944	150433056	150435944
chr2	-	NM_015702	34397	NM_015702:34397:10	150432950	150433056	150432950	150433056
chr2	-	NM_015702	34397	NM_015702:34397:11	150432355	150432950	150432355	150432950
chr2	-	NM_015702	34397	NM_015702:34397:12	150432224	150432355	150432224	150432355
chr2	-	NM_015702	34397	NM_015702:34397:13	150427685	150432224	150427685	150432224
chr2	-	NM_015702	34397	NM_015702:34397:14	150427598	150427685	150427598	150427685
chr2	-	NM_015702	34397	NM_015702:34397:15	150426682	150427598	150426682	150427598
chr2	-	NM_015702	34397	NM_015702:34397:16	150426487	150426682	150426487	150426682
chr2	-	NM_015702	34397	NM_015702:34397:17	150426146	150426487	150426146	150426487
chr2	-	NM_015909	19808	NM_015909:19808:1	15701428	15701472	15701428	15701472
chr2	-	NM_015909	19808	NM_015909:19808:2	15701311	15701428	15701311	15701428
chr2	-	NM_015909	19808	NM_015909:19808:3	15698758	15701311	15698758	15701311
chr2	-	NM_015909	19808	NM_015909:19808:4	15698703	15698758	15698703	15698758
chr2	-	NM_015909	19808	NM_015909:19808:5	15696943	15698703	15696943	15698703
chr2	-	NM_015909	19808	NM_015909:19808:6	15696906	15696943	15696906	15696943
chr2	-	NM_015909	19808	NM_015909:19808:7	15694262	15696906	15694262	15696906
chr2	-	NM_015909	19808	NM_015909:19808:8	15694184	15694262	15694184	15694262
chr2	-	NM_015909	19808	NM_015909:19808:9	15693597	15694184	15693597	15694184
chr2	-	NM_015909	19808	NM_015909:19808:10	15693549	15693597	15693549	15693597
chr2	-	NM_015909	19808	NM_015909:19808:11	15691660	15693549	15691660	15693549
chr2	-	NM_015909	19808	NM_015909:19808:12	15691616	15691660	15691616	15691660
chr2	-	NM_015909	19808	NM_015909:19808:13	15679480	15691616	15679480	15691616
chr2	-	NM_015909	19808	NM_015909:19808:14	15679346	15679480	15679346	15679480
chr2	-	NM_015909	19808	NM_015909:19808:15	15676675	15679346	15676675	15679346
chr2	-	NM_015909	19808	NM_015909:19808:16	15676541	15676675	15676541	15676675
chr2	-	NM_015909	19808	NM_015909:19808:17	15674765	15676541	15674765	15676541
chr2	-	NM_015909	19808	NM_015909:19808:18	15674666	15674765	15674666	15674765
chr2	-	NM_015909	19808	NM_015909:19808:19	15651474	15674666	15651474	15674666
chr2	-	NM_015909	19808	NM_015909:19808:20	15651335	15651474	15651335	15651474
chr2	-	NM_015909	19808	NM_015909:19808:21	15644337	15651335	15644337	15651335
chr2	-	NM_015909	19808	NM_015909:19808:22	15644268	15644337	15644268	15644337
chr2	-	NM_015909	19808	NM_015909:19808:23	15629146	15644268	15629146	15644268
chr2	-	NM_015909	19808	NM_015909:19808:24	15629017	15629146	15629017	15629146
chr2	-	NM_015909	19808	NM_015909:19808:25	15618413	15629017	15618413	15629017
chr2	-	NM_015909	19808	NM_015909:19808:26	15618349	15618413	15618349	15618413
chr2	-	NM_015909	19808	NM_015909:19808:27	15616004	15618349	15616004	15618349
chr2	-	NM_015909	19808	NM_015909:19808:28	15615810	15616004	15615810	15616004
chr2	-	NM_015909	19808	NM_015909:19808:29	15614448	15615810	15614448	15615810
chr2	-	NM_015909	19808	NM_015909:19808:30	15614190	15614448	15614190	15614448
chr2	-	NM_015909	19808	NM_015909:19808:31	15613471	15614190	15613471	15614190
chr2	-	NM_015909	19808	NM_015909:19808:32	15613345	15613471	15613345	15613471
chr2	-	NM_015909	19808	NM_015909:19808:33	15608657	15613345	15608657	15613345
chr2	-	NM_015909	19808	NM_015909:19808:34	15608505	15608657	15608505	15608657
chr2	-	NM_015909	19808	NM_015909:19808:35	15607928	15608505	15607928	15608505
chr2	-	NM_015909	19808	NM_015909:19808:36	15607787	15607928	15607787	15607928
chr2	-	NM_015909	19808	NM_015909:19808:37	15607531	15607787	15607531	15607787
chr2	-	NM_015909	19808	NM_015909:19808:38	15607452	15607531	15607452	15607531
chr2	-	NM_015909	19808	NM_015909:19808:39	15601915	15607452	15601915	15607452
chr2	-	NM_015909	19808	NM_015909:19808:40	15601810	15601915	15601810	15601915
chr2	-	NM_015909	19808	NM_015909:19808:41	15601461	15601810	15601461	15601810
chr2	-	NM_015909	19808	NM_015909:19808:42	15601324	15601461	15601324	15601461
chr2	-	NM_015909	19808	NM_015909:19808:43	15567918	15601324	15567918	15601324
chr2	-	NM_015909	19808	NM_015909:19808:44	15567834	15567918	15567834	15567918
chr2	-	NM_015909	19808	NM_015909:19808:45	15564592	15567834	15564592	15567834
chr2	-	NM_015909	19808	NM_015909:19808:46	15564438	15564592	15564438	15564592
chr2	-	NM_015909	19808	NM_015909:19808:47	15557836	15564438	15557836	15564438
chr2	-	NM_015909	19808	NM_015909:19808:48	15557650	15557836	15557650	15557836
chr2	-	NM_015909	19808	NM_015909:19808:49	15555843	15557650	15555843	15557650
chr2	-	NM_015909	19808	NM_015909:19808:50	15555669	15555843	15555669	15555843
chr2	-	NM_015909	19808	NM_015909:19808:51	15542425	15555669	15542425	15555669
chr2	-	NM_015909	19808	NM_015909:19808:52	15542291	15542425	15542291	15542425
chr2	-	NM_015909	19808	NM_015909:19808:53	15536599	15542291	15536599	15542291
chr2	-	NM_015909	19808	NM_015909:19808:54	15536536	15536599	15536536	15536599
chr2	-	NM_015909	19808	NM_015909:19808:55	15534473	15536536	15534473	15536536
chr2	-	NM_015909	19808	NM_015909:19808:56	15534350	15534473	15534350	15534473
chr2	-	NM_015909	19808	NM_015909:19808:57	15523441	15534350	15523441	15534350
chr2	-	NM_015909	19808	NM_015909:19808:58	15523338	15523441	15523338	15523441
chr2	-	NM_015909	19808	NM_015909:19808:59	15519955	15523338	15519955	15523338
chr2	-	NM_015909	19808	NM_015909:19808:60	15519725	15519955	15519725	15519955
chr2	-	NM_015909	19808	NM_015909:19808:61	15514844	15519725	15514844	15519725
chr2	-	NM_015909	19808	NM_015909:19808:62	15514731	15514844	15514731	15514844
chr2	-	NM_015909	19808	NM_015909:19808:63	15506817	15514731	15506817	15514731
chr2	-	NM_015909	19808	NM_015909:19808:64	15506703	15506817	15506703	15506817
chr2	-	NM_015909	19808	NM_015909:19808:65	15496540	15506703	15496540	15506703
chr2	-	NM_015909	19808	NM_015909:19808:66	15496426	15496540	15496426	15496540
chr2	-	NM_015909	19808	NM_015909:19808:67	15493834	15496426	15493834	15496426
chr2	-	NM_015909	19808	NM_015909:19808:68	15493676	15493834	15493676	15493834
chr2	-	NM_015909	19808	NM_015909:19808:69	15492205	15493676	15492205	15493676
chr2	-	NM_015909	19808	NM_015909:19808:70	15492115	15492205	15492115	15492205
chr2	-	NM_015909	19808	NM_015909:19808:71	15470889	15492115	15470889	15492115
chr2	-	NM_015909	19808	NM_015909:19808:72	15470721	15470889	15470721	15470889
chr2	-	NM_015909	19808	NM_015909:19808:73	15468436	15470721	15468436	15470721
chr2	-	NM_015909	19808	NM_015909:19808:74	15468322	15468436	15468322	15468436
chr2	-	NM_015909	19808	NM_015909:19808:75	15467994	15468322	15467994	15468322
chr2	-	NM_015909	19808	NM_015909:19808:76	15467873	15467994	15467873	15467994
chr2	-	NM_015909	19808	NM_015909:19808:77	15449371	15467873	15449371	15467873
chr2	-	NM_015909	19808	NM_015909:19808:78	15449294	15449371	15449294	15449371
chr2	-	NM_015909	19808	NM_015909:19808:79	15448477	15449294	15448477	15449294
chr2	-	NM_015909	19808	NM_015909:19808:80	15448339	15448477	15448339	15448477
chr2	-	NM_015909	19808	NM_015909:19808:81	15432890	15448339	15432890	15448339
chr2	-	NM_015909	19808	NM_015909:19808:82	15432660	15432890	15432660	15432890
chr2	-	NM_015909	19808	NM_015909:19808:83	15427307	15432660	15427307	15432660
chr2	-	NM_015909	19808	NM_015909:19808:84	15427196	15427307	15427196	15427307
chr2	-	NM_015909	19808	NM_015909:19808:85	15417225	15427196	15417225	15427196
chr2	-	NM_015909	19808	NM_015909:19808:86	15416974	15417225	15416974	15417225
chr2	-	NM_015909	19808	NM_015909:19808:87	15415942	15416974	15415942	15416974
chr2	-	NM_015909	19808	NM_015909:19808:88	15415607	15415942	15415607	15415942
chr2	-	NM_015909	19808	NM_015909:19808:89	15378810	15415607	15378810	15415607
chr2	-	NM_015909	19808	NM_015909:19808:90	15378591	15378810	15378591	15378810
chr2	-	NM_015909	19808	NM_015909:19808:91	15374871	15378591	15374871	15378591
chr2	-	NM_015909	19808	NM_015909:19808:92	15374668	15374871	15374668	15374871
chr2	-	NM_015909	19808	NM_015909:19808:93	15372635	15374668	15372635	15374668
chr2	-	NM_015909	19808	NM_015909:19808:94	15372545	15372635	15372545	15372635
chr2	-	NM_015909	19808	NM_015909:19808:95	15359092	15372545	15359092	15372545
chr2	-	NM_015909	19808	NM_015909:19808:96	15358896	15359092	15358896	15359092
chr2	-	NM_015909	19808	NM_015909:19808:97	15330527	15358896	15330527	15358896
chr2	-	NM_015909	19808	NM_015909:19808:98	15330387	15330527	15330387	15330527
chr2	-	NM_015909	19808	NM_015909:19808:99	15327004	15330387	15327004	15330387
chr2	-	NM_015909	19808	NM_015909:19808:100	15326865	15327004	15326865	15327004
chr2	-	NM_015909	19808	NM_015909:19808:101	15319240	15326865	15319240	15326865
chr2	-	NM_015909	19808	NM_015909:19808:102	15319111	15319240	15319111	15319240
chr2	-	NM_015909	19808	NM_015909:19808:103	15307447	15319111	15307447	15319111
chr2	-	NM_015909	19808	NM_015909:19808:104	15307171	15307447	15307171	15307447
chr2	-	NM_015909	19808	NM_015909:19808:105	15307031	15307171	15307031	15307171
chr2	-	NM_015963	24022	NM_015963:24022:1	242576432	242576725	242576432	242576725
chr2	-	NM_015963	24022	NM_015963:24022:2	242576355	242576432	242576355	242576432
chr2	-	NM_015963	24022	NM_015963:24022:3	242573494	242576355	242573494	242576355
chr2	-	NM_015963	24022	NM_015963:24022:4	242572331	242573494	242572331	242573494
chr2	-	NM_015963	24022	NM_015963:24022:5	242545888	242572331	242545888	242572331
chr2	-	NM_015963	24022	NM_015963:24022:6	242545728	242545888	242545728	242545888
chr2	-	NM_015963	24022	NM_015963:24022:7	242542494	242545728	242542494	242545728
chr2	-	NM_015963	24022	NM_015963:24022:8	242542384	242542494	242542384	242542494
chr2	-	NM_015963	24022	NM_015963:24022:9	242541414	242542384	242541414	242542384
chr2	-	NM_015963	24022	NM_015963:24022:10	242541310	242541414	242541310	242541414
chr2	-	NM_015963	24022	NM_015963:24022:11	242524140	242541310	242524140	242541310
chr2	-	NM_015963	24022	NM_015963:24022:12	242524020	242524140	242524020	242524140
chr2	-	NM_015963	24022	NM_015963:24022:13	242523819	242524020	242523819	242524020
chr2	-	NM_016047	825	NM_016047:825:1	24302510	24303688	24302510	24303688
chr2	-	NM_016047	825	NM_016047:825:2	24302313	24302510	24302313	24302510
chr2	-	NM_016047	825	NM_016047:825:3	24300631	24302313	24300631	24302313
chr2	-	NM_016047	825	NM_016047:825:4	24299314	24300631	24299314	24300631
chr2	-	NM_016047	825	NM_016047:825:5	24299099	24299314	24299099	24299314
chr2	-	NM_016047	825	NM_016047:825:6	24299069	24299099	24299069	24299099
chr2	-	NM_016047	825	NM_016047:825:7	24297064	24299069	24297064	24299069
chr2	-	NM_016047	825	NM_016047:825:8	24296945	24297064	24296945	24297064
chr2	-	NM_016047	825	NM_016047:825:9	24291329	24296945	24291329	24296945
chr2	-	NM_016047	825	NM_016047:825:10	24291190	24291329	24291190	24291329
chr2	-	NM_016047	825	NM_016047:825:11	24290721	24291190	24290721	24291190
chr2	-	NM_016047	825	NM_016047:825:12	24290631	24290721	24290631	24290721
chr2	-	NM_016047	825	NM_016047:825:13	24290453	24290631	24290453	24290631
chr2	-	NM_016079	6172	NM_016079:6172:1	86790471	86790620	86790471	86790620
chr2	-	NM_016079	6172	NM_016079:6172:2	86790426	86790471	86790426	86790471
chr2	-	NM_016079	6172	NM_016079:6172:3	86769435	86790426	86769435	86790426
chr2	-	NM_016079	6172	NM_016079:6172:4	86769374	86769435	86769374	86769435
chr2	-	NM_016079	6172	NM_016079:6172:5	86768487	86769374	86768487	86769374
chr2	-	NM_016079	6172	NM_016079:6172:6	86756520	86768487	86756520	86768487
