readType	refseqid	row	juncpos5	juncpos3	num_NC.41	num_CRC.41	num_NC.42	num_CRC.42	gene_symbol	gene_id	contig	strand	gene_desc
CDS	NM_032974	63400	202052522	202057707	0	16	0	2	CASP10	843	chr2	+	caspase 10
CDS	NM_032974	63400	202057842	202060565	2	7	0	2	CASP10	843	chr2	+	caspase 10
CDS	NM_032974	63400	202057842	202070605	0	1	0	0	CASP10	843	chr2	+	caspase 10
CDS	NM_032974	63400	202060671	202068453	0	9	0	0	CASP10	843	chr2	+	caspase 10
CDS	NM_032974	63400	202060671	202068456	0	1	0	0	CASP10	843	chr2	+	caspase 10
CDS	NM_032974	63400	202060671	202072798	1	0	0	0	CASP10	843	chr2	+	caspase 10
CDS	NM_032974	63400	202068489	202070605	0	9	0	1	CASP10	843	chr2	+	caspase 10
CDS	NM_032974	63400	202068489	202072798	1	0	0	0	CASP10	843	chr2	+	caspase 10
CDS	NM_032974	63400	202070696	202072798	0	11	0	2	CASP10	843	chr2	+	caspase 10
CDS	NM_032974	63400	202072906	202073793	0	5	0	0	CASP10	843	chr2	+	caspase 10
CDS	NM_033046	54135	74654296	74653701	3	5	0	15	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74654551	74654400	2	11	5	59	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74654633	74654400	0	0	0	2	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74655395	74654400	0	0	0	1	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74655395	74654719	11	14	1	41	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74655758	74655523	2	5	1	21	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74655975	74655864	3	11	2	34	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74656955	74656069	4	11	3	20	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74657379	74657164	2	8	0	23	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74657592	74657496	1	11	0	33	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74657595	74657496	0	0	0	2	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74657743	74657645	1	9	0	16	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74659594	74657804	2	8	2	8	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74659617	74657804	0	0	0	1	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74666678	74659793	0	0	1	3	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74667480	74659793	1	0	1	2	RTKN	6242	chr2	-	rhotekin
CDS	NM_033046	54135	74668833	74659793	1	13	0	19	RTKN	6242	chr2	-	rhotekin
CDS	NM_033109	13413	55867762	55864734	6	8	4	21	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55870293	55867840	4	6	3	12	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55870454	55870348	1	6	5	6	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55871772	55870560	1	4	0	2	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55872484	55870560	0	1	0	0	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55872488	55871855	0	0	1	0	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55873394	55872567	6	23	2	17	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55873550	55873457	0	1	1	1	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55874482	55873621	5	11	5	9	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55882035	55874588	10	17	5	16	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55883440	55883355	5	10	3	14	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55887292	55883506	0	1	0	0	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55889091	55887328	3	5	0	2	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55894126	55889161	5	8	2	3	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55894997	55894228	6	12	6	4	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55898454	55895093	2	14	3	11	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55899130	55898511	6	11	1	7	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55899691	55899181	1	0	0	0	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55900028	55899181	7	13	2	13	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55907847	55906930	0	7	3	9	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55907990	55907894	8	5	1	3	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55910920	55908053	1	6	4	3	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55912078	55910969	5	8	6	11	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55913505	55912183	3	4	3	4	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55914780	55913575	0	1	0	0	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55914780	55913579	1	4	0	2	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033109	13413	55920798	55914840	5	2	0	1	PNPT1	87178	chr2	-	polyribonucleotide nucleotidyltransferase 1
CDS	NM_033355	17502	202098835	202131210	0	2	0	2	CASP8	841	chr2	+	caspase 8
CDS	NM_033355	17502	202123105	202131210	1	1	0	1	CASP8	841	chr2	+	caspase 8
CDS	NM_033355	17502	202131514	202136239	5	14	3	12	CASP8	841	chr2	+	caspase 8
CDS	NM_033355	17502	202136344	202137361	8	18	3	11	CASP8	841	chr2	+	caspase 8
CDS	NM_033355	17502	202137499	202137621	10	8	0	7	CASP8	841	chr2	+	caspase 8
CDS	NM_033355	17502	202137499	202139612	0	7	0	6	CASP8	841	chr2	+	caspase 8
CDS	NM_033355	17502	202137499	202141550	0	1	0	0	CASP8	841	chr2	+	caspase 8
CDS	NM_033355	17502	202137665	202139612	5	11	0	5	CASP8	841	chr2	+	caspase 8
CDS	NM_033355	17502	202137665	202141550	1	0	0	0	CASP8	841	chr2	+	caspase 8
CDS	NM_033355	17502	202137665	202149539	0	0	0	1	CASP8	841	chr2	+	caspase 8
CDS	NM_033355	17502	202139676	202141550	2	14	2	9	CASP8	841	chr2	+	caspase 8
CDS	NM_033355	17502	202141691	202149539	1	9	3	12	CASP8	841	chr2	+	caspase 8
CDS	NM_033355	17502	202141827	202149539	0	1	0	0	CASP8	841	chr2	+	caspase 8
CDS	NM_033355	17502	202150040	202151182	1	20	4	19	CASP8	841	chr2	+	caspase 8
CDS	NM_033505	30157	26569157	26587170	2	6	0	2	SELENOI	85465	chr2	+	selenoprotein I
CDS	NM_033505	30157	26587238	26587700	3	14	1	2	SELENOI	85465	chr2	+	selenoprotein I
CDS	NM_033505	30157	26587808	26590014	2	8	1	3	SELENOI	85465	chr2	+	selenoprotein I
CDS	NM_033505	30157	26590088	26596235	3	14	1	2	SELENOI	85465	chr2	+	selenoprotein I
CDS	NM_033505	30157	26596497	26597908	0	10	0	1	SELENOI	85465	chr2	+	selenoprotein I
CDS	NM_033505	30157	26596497	26607919	0	0	0	1	SELENOI	85465	chr2	+	selenoprotein I
CDS	NM_033505	30157	26598016	26606167	0	9	0	0	SELENOI	85465	chr2	+	selenoprotein I
CDS	NM_033505	30157	26606215	26607827	1	13	0	4	SELENOI	85465	chr2	+	selenoprotein I
CDS	NM_033505	30157	26608007	26609222	4	24	2	6	SELENOI	85465	chr2	+	selenoprotein I
CDS	NM_033505	30157	26609404	26611873	4	14	3	7	SELENOI	85465	chr2	+	selenoprotein I
CDS	NM_052902	59261	220288518	220472810	1	0	0	0	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220288526	220476552	0	0	1	0	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220462902	220465957	1	8	0	2	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220466162	220466363	2	5	2	5	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220466437	220466710	3	5	2	0	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220466805	220467190	5	4	1	3	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220467297	220467427	2	3	4	0	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220467498	220470330	3	5	4	1	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220470456	220470678	4	6	5	3	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220470781	220470917	1	4	1	5	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220471012	220471198	5	4	2	4	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220471239	220471434	1	4	1	1	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220471580	220471775	2	5	1	5	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220471859	220472769	2	7	2	3	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220473152	220473305	3	6	2	7	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220473152	220473406	0	0	0	1	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220473510	220473819	2	2	2	5	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220473935	220474085	4	3	5	2	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220474262	220476326	3	3	0	1	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220474262	220476402	1	1	0	0	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220476556	220476677	2	6	11	4	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220476780	220477850	1	7	4	6	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220477947	220478474	4	7	2	3	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220478652	220478883	3	3	3	11	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220478652	220479198	0	0	1	0	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220478964	220479198	7	2	5	7	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220479268	220479816	1	1	4	7	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052902	59261	220480063	220480766	0	5	5	13	STK11IP	114790	chr2	+	serine/threonine kinase 11 interacting protein
CDS	NM_052905	28074	153192234	153378457	3	5	2	4	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153378540	153399253	6	4	0	3	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153399333	153405535	12	9	2	2	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153405611	153415254	6	9	3	1	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153415337	153417397	9	4	0	1	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153416096	153417397	0	0	1	0	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153417549	153431650	3	4	0	2	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153431758	153435402	4	9	2	1	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153435478	153437470	16	11	1	2	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153437563	153463853	7	13	1	0	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153463927	153468009	7	7	1	2	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153468119	153471365	11	9	2	1	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153471514	153473605	7	18	5	4	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153473706	153475360	14	21	3	4	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153475672	153476023	4	4	0	2	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153476057	153476106	0	0	0	1	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153476232	153481952	6	10	1	3	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153477605	153481952	0	0	1	0	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153479071	153481952	1	0	0	0	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153482076	153483039	7	11	2	3	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153483241	153484813	6	12	2	3	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153485047	153486170	9	18	6	2	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153485047	153486339	0	1	0	0	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153486238	153486339	16	17	4	2	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153486419	153488522	5	11	2	3	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153488651	153492941	7	13	2	1	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153493104	153494087	7	14	4	4	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153494188	153496472	12	22	6	9	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153496570	153497305	9	16	3	7	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153497428	153504310	0	0	0	1	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153501994	153504310	9	12	1	2	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052905	28074	153502041	153504310	3	5	4	3	FMNL2	114793	chr2	+	formin like 2
CDS	NM_052917	22052	154801152	154996850	1	0	0	0	GALNT13	114805	chr2	+	polypeptide N-acetylgalactosaminyltransferase 13
CDS	NM_052917	22052	155102495	155115534	4	0	0	0	GALNT13	114805	chr2	+	polypeptide N-acetylgalactosaminyltransferase 13
CDS	NM_052917	22052	155115651	155157922	2	0	0	0	GALNT13	114805	chr2	+	polypeptide N-acetylgalactosaminyltransferase 13
CDS	NM_052917	22052	155158102	155252503	0	0	1	0	GALNT13	114805	chr2	+	polypeptide N-acetylgalactosaminyltransferase 13
CDS	NM_052917	22052	155252642	155265496	1	0	0	0	GALNT13	114805	chr2	+	polypeptide N-acetylgalactosaminyltransferase 13
CDS	NM_052917	22052	155295238	155306923	2	0	0	0	GALNT13	114805	chr2	+	polypeptide N-acetylgalactosaminyltransferase 13
CDS	NM_052920	11728	23785351	23862009	3	5	0	4	KLHL29	114818	chr2	+	kelch like family member 29
CDS	NM_052920	11728	23862150	23865208	3	1	2	0	KLHL29	114818	chr2	+	kelch like family member 29
CDS	NM_052920	11728	23865720	23907269	3	3	1	1	KLHL29	114818	chr2	+	kelch like family member 29
CDS	NM_052920	11728	23865720	23914544	0	0	2	0	KLHL29	114818	chr2	+	kelch like family member 29
CDS	NM_052920	11728	23867974	23907269	1	0	0	0	KLHL29	114818	chr2	+	kelch like family member 29
CDS	NM_052920	11728	23907407	23914544	5	1	1	0	KLHL29	114818	chr2	+	kelch like family member 29
CDS	NM_052920	11728	23914746	23916139	5	2	1	2	KLHL29	114818	chr2	+	kelch like family member 29
CDS	NM_052920	11728	23916398	23918493	9	1	5	0	KLHL29	114818	chr2	+	kelch like family member 29
CDS	NM_052920	11728	23918691	23918821	4	2	4	1	KLHL29	114818	chr2	+	kelch like family member 29
CDS	NM_052920	11728	23919003	23919203	7	3	3	1	KLHL29	114818	chr2	+	kelch like family member 29
CDS	NM_052920	11728	23919383	23926056	6	3	2	4	KLHL29	114818	chr2	+	kelch like family member 29
CDS	NM_052920	11728	23926249	23926589	3	3	4	0	KLHL29	114818	chr2	+	kelch like family member 29
CDS	NM_052920	11728	23926733	23929351	8	5	3	6	KLHL29	114818	chr2	+	kelch like family member 29
CDS	NM_053050	927	74699485	74699379	18	28	20	19	MRPL53	116540	chr2	-	mitochondrial ribosomal protein L53
CDS	NM_053050	927	74699582	74699379	0	1	0	0	MRPL53	116540	chr2	-	mitochondrial ribosomal protein L53
CDS	NM_053050	927	74699696	74699379	0	0	2	0	MRPL53	116540	chr2	-	mitochondrial ribosomal protein L53
CDS	NM_053050	927	74699696	74699597	32	21	26	38	MRPL53	116540	chr2	-	mitochondrial ribosomal protein L53
CDS	NM_053050	927	74702043	74699597	2	0	0	0	MRPL53	116540	chr2	-	mitochondrial ribosomal protein L53
CDS	NM_053276	34562	36956634	36970243	2	0	0	0	VIT	5212	chr2	+	vitrin
CDS	NM_053276	34562	36970399	36982064	1	0	0	0	VIT	5212	chr2	+	vitrin
CDS	NM_053276	34562	37000990	37002145	1	0	0	0	VIT	5212	chr2	+	vitrin
CDS	NM_053276	34562	37002210	37010483	1	0	0	0	VIT	5212	chr2	+	vitrin
CDS	NM_053276	34562	37008914	37010483	1	0	0	0	VIT	5212	chr2	+	vitrin
CDS	NM_053276	34562	37010545	37014272	1	0	0	0	VIT	5212	chr2	+	vitrin
CDS	NM_053276	34562	37014419	37028444	1	0	0	0	VIT	5212	chr2	+	vitrin
CDS	NM_053276	34562	37028547	37032581	1	0	0	0	VIT	5212	chr2	+	vitrin
CDS	NM_053276	34562	37032807	37035615	1	0	0	0	VIT	5212	chr2	+	vitrin
CDS	NM_080424	21782	231035337	231033953	1	1	0	0	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231036195	231035477	0	1	0	1	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231036782	231033953	0	0	0	1	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231036782	231036483	0	1	1	0	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231037560	231036890	3	0	0	1	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231042873	231042396	3	2	5	9	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231048288	231042971	4	5	2	23	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231050710	231048356	2	0	0	1	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231065601	231050859	6	2	6	16	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231067295	231065681	4	2	2	8	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231072706	231067444	5	9	1	5	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231074646	231072774	3	6	4	4	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231076185	231074723	1	1	0	4	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231077062	231076268	3	3	2	11	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231077476	231077145	2	3	4	11	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231079665	231077742	1	4	2	5	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231081496	231079833	3	1	0	12	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080424	21782	231084589	231079833	0	0	0	1	SP110	3431	chr2	-	SP110 nuclear body protein
CDS	NM_080592	28792	27435335	27436045	26	37	60	63	ATRAID	51374	chr2	+	all-trans retinoic acid induced differentiation factor
CDS	NM_080592	28792	27435335	27438189	0	0	1	0	ATRAID	51374	chr2	+	all-trans retinoic acid induced differentiation factor
CDS	NM_080592	28792	27435354	27436045	0	0	0	1	ATRAID	51374	chr2	+	all-trans retinoic acid induced differentiation factor
CDS	NM_080592	28792	27435475	27436045	19	10	41	26	ATRAID	51374	chr2	+	all-trans retinoic acid induced differentiation factor
CDS	NM_080592	28792	27435960	27436045	0	1	0	1	ATRAID	51374	chr2	+	all-trans retinoic acid induced differentiation factor
CDS	NM_080592	28792	27436166	27438189	65	66	91	106	ATRAID	51374	chr2	+	all-trans retinoic acid induced differentiation factor
CDS	NM_080592	28792	27438260	27438342	96	109	150	168	ATRAID	51374	chr2	+	all-trans retinoic acid induced differentiation factor
CDS	NM_080592	28792	27438413	27438500	102	74	123	138	ATRAID	51374	chr2	+	all-trans retinoic acid induced differentiation factor
CDS	NM_080592	28792	27438621	27439391	61	79	108	107	ATRAID	51374	chr2	+	all-trans retinoic acid induced differentiation factor
CDS	NM_080592	28792	27439488	27439712	63	78	116	132	ATRAID	51374	chr2	+	all-trans retinoic acid induced differentiation factor
CDS	NM_080592	28792	27439488	27439793	2	0	0	0	ATRAID	51374	chr2	+	all-trans retinoic acid induced differentiation factor
CDS	NM_080657	57544	7006176	7023502	1	0	1	0	RSAD2	91543	chr2	+	radical S-adenosyl methionine domain containing 2
CDS	NM_080657	57544	7018277	7023502	1	1	2	2	RSAD2	91543	chr2	+	radical S-adenosyl methionine domain containing 2
CDS	NM_080657	57544	7023663	7027066	2	5	1	0	RSAD2	91543	chr2	+	radical S-adenosyl methionine domain containing 2
CDS	NM_080657	57544	7027295	7030307	1	0	3	2	RSAD2	91543	chr2	+	radical S-adenosyl methionine domain containing 2
CDS	NM_080657	57544	7030456	7033802	8	2	0	3	RSAD2	91543	chr2	+	radical S-adenosyl methionine domain containing 2
CDS	NM_080657	57544	7033834	7035909	0	1	0	2	RSAD2	91543	chr2	+	radical S-adenosyl methionine domain containing 2
CDS	NM_080671	34136	223916992	223917526	2	0	4	0	KCNE4	23704	chr2	+	potassium voltage-gated channel subfamily E regulatory subunit 4
CDS	NM_080678	34134	238881867	238896605	22	23	18	33	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238881867	238903386	0	1	1	0	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238881867	238925208	2	2	0	1	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238881867	238933983	0	1	0	2	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238881867	238944519	0	0	0	1	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238882389	238896605	0	1	0	1	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238896634	238903386	1	4	1	1	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238896634	238925208	0	1	0	0	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238896634	238933983	0	0	0	1	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238903451	238925208	22	23	34	32	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238903451	238933983	3	2	3	7	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238925275	238933983	15	21	17	23	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238925275	238939197	1	0	0	0	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238934053	238939197	25	37	22	48	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238934053	238940863	0	1	0	1	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238934053	238944519	0	0	1	1	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238939254	238940863	31	24	43	56	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238940895	238944519	24	30	25	42	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_080678	34134	238944581	238949929	30	39	48	58	UBE2F	140739	chr2	+	ubiquitin conjugating enzyme E2 F (putative)
CDS	NM_130773	61786	124999970	125175020	1	0	0	0	CNTNAP5	129684	chr2	+	contactin associated protein like 5
CDS	NM_130773	61786	125175167	125192061	1	0	0	0	CNTNAP5	129684	chr2	+	contactin associated protein like 5
CDS	NM_130773	61786	125320900	125367378	1	0	0	0	CNTNAP5	129684	chr2	+	contactin associated protein like 5
CDS	NM_130773	61786	125530594	125547479	1	0	0	0	CNTNAP5	129684	chr2	+	contactin associated protein like 5
CDS	NM_130773	61786	125547718	125555673	1	0	0	0	CNTNAP5	129684	chr2	+	contactin associated protein like 5
CDS	NM_130906	32292	201741642	201736244	9	9	11	15	PPIL3	53938	chr2	-	peptidylprolyl isomerase like 3
CDS	NM_130906	32292	201742220	201741760	2	1	0	0	PPIL3	53938	chr2	-	peptidylprolyl isomerase like 3
CDS	NM_130906	32292	201745926	201741760	0	0	1	0	PPIL3	53938	chr2	-	peptidylprolyl isomerase like 3
CDS	NM_130906	32292	201746144	201741760	5	16	11	19	PPIL3	53938	chr2	-	peptidylprolyl isomerase like 3
CDS	NM_130906	32292	201747065	201746211	12	8	8	12	PPIL3	53938	chr2	-	peptidylprolyl isomerase like 3
CDS	NM_130906	32292	201749985	201746211	0	2	1	1	PPIL3	53938	chr2	-	peptidylprolyl isomerase like 3
CDS	NM_130906	32292	201749985	201747158	0	0	0	1	PPIL3	53938	chr2	-	peptidylprolyl isomerase like 3
CDS	NM_130906	32292	201750421	201746211	0	2	2	1	PPIL3	53938	chr2	-	peptidylprolyl isomerase like 3
CDS	NM_130906	32292	201750421	201747158	2	7	6	5	PPIL3	53938	chr2	-	peptidylprolyl isomerase like 3
CDS	NM_130906	32292	201751637	201750495	1	1	0	0	PPIL3	53938	chr2	-	peptidylprolyl isomerase like 3
CDS	NM_130906	32292	201752336	201750495	10	17	7	18	PPIL3	53938	chr2	-	peptidylprolyl isomerase like 3
CDS	NM_130906	32292	201753679	201750495	0	1	0	0	PPIL3	53938	chr2	-	peptidylprolyl isomerase like 3
CDS	NM_130906	32292	201753967	201750495	0	1	0	0	PPIL3	53938	chr2	-	peptidylprolyl isomerase like 3
